IMPORTANT NOTE: SHEET IS PROTOCTED AND WILL GIVE A WARNING BEFORE EDITS CAN BE MADE. PLEASE TAKE CARE NOT TO MAKE UNINTENDED CHANGES.																													
To be completed by wet lab team member																		Sequncing file index (DO NOT CHANGE)	To be completed by bioinformatics team member										
Sample Index (from MSTS)	sample ID (from MSTS)	Label (for QC report)	species 	Experiment Index (from METS)	Team member intials	Date submitted for sequencing	Library ID	Sequencing ID	Experiment type	Sequening core	Machine	Sequening length	Read type	Portion of lane	i7 index (if applicable)	i5 Index (or single index)	Notes		Date sequencing completed	Team member intitials	Genome	Total_reads	Final_reads	Final_yield	Mito_frac	TSS_enrichment	FRoP	Link for sharing files	Notes
SAMP-744	NJ_11	TS576 (glioma cell line)	Human	EXP-1272	JYH	2018-12-27	JYH_725	JYH_725_3	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.06	X749	X530		SEQ-2284											
SAMP-745	NJ_12	TS576 (glioma cell line)	Human	EXP-1273	JYH	2018-12-27	JYH_726	JYH_726_3	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.04	X750	X531		SEQ-2285											
SAMP-746	NJ_13	H522 (lung cell line)	Human	EXP-1274	JYH	2018-12-27	JYH_727	JYH_727_3	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.07	X751	X532		SEQ-2286											
SAMP-747	NJ_14	H522 (lung cell line)	Human	EXP-1275	JYH	2018-12-27	JYH_728	JYH_728_3	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.08	X752	X533		SEQ-2287											
SAMP-748	NJ_15	HCC827 (lung cell line)	Human	EXP-1276	JYH	2018-12-27	JYH_729	JYH_729_3	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.07	X753	X534		SEQ-2288											
SAMP-749	NJ_16	HCC827 (lung cell line)	Human	EXP-1277	JYH	2018-12-27	JYH_730	JYH_730_3	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.05	X754	X535		SEQ-2289											
SAMP-849	87541L	87541L	mouse	EXP-1339	JYH	2018-11-27	JYH_758	JYH_758_1_2	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.13	N702	S506		SEQ-2290											
SAMP-735	NJ_02	LNZ308 (glioma cell line)	Human	EXP-1263	JYH	2018-12-27	JYH_716	JYH_716_1_2_3	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.03	N718	X521		SEQ-2291											
SAMP-737	NJ_04	U87 (glioma cell line)	Human	EXP-1265	JYH	2018-12-27	JYH_718	JYH_718_1_2_3	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.09	N721	X523		SEQ-2292											
SAMP-738	NJ_05	GSC23 (glioma cell line)	Human	EXP-1266	JYH	2018-12-27	JYH_719	JYH_719_1_2_3	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.09	X743	X524		SEQ-2293											
SAMP-739	NJ_06	GSC23 (glioma cell line)	Human	EXP-1267	JYH	2018-12-27	JYH_720	JYH_720_1_2_3	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.07	X744	X525		SEQ-2294											
SAMP-740	NJ_07	LN229 (glioma cell line)	Human	EXP-1268	JYH	2018-12-27	JYH_721	JYH_721_1_2_3	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.03	X745	X526		SEQ-2295											
SAMP-742	NJ_09	T98G (glioma cell line)	Human	EXP-1270	JYH	2018-12-27	JYH_723	JYH_723_1_2_3	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.06	X747	X528		SEQ-2296											
SAMP-743	NJ_10	T98G (glioma cell line)	Human	EXP-1271	JYH	2018-12-27	JYH_724	JYH_724_1_2_3	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.08	X748	X529		SEQ-2297											
SAMP-744	NJ_11	TS576 (glioma cell line)	Human	EXP-1272	JYH	2018-12-27	JYH_725	JYH_725_1_2_3	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.06	X749	X530		SEQ-2298											
SAMP-745	NJ_12	TS576 (glioma cell line)	Human	EXP-1273	JYH	2018-12-27	JYH_726	JYH_726_1_2_3	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.04	X750	X531		SEQ-2299											
SAMP-746	NJ_13	H522 (lung cell line)	Human	EXP-1274	JYH	2018-12-27	JYH_727	JYH_727_1_2_3	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.07	X751	X532		SEQ-2300											
SAMP-747	NJ_14	H522 (lung cell line)	Human	EXP-1275	JYH	2018-12-27	JYH_728	JYH_728_1_2_3	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.08	X752	X533		SEQ-2301											
SAMP-748	NJ_15	HCC827 (lung cell line)	Human	EXP-1276	JYH	2018-12-27	JYH_729	JYH_729_1_2_3	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.07	X753	X534		SEQ-2302											
SAMP-749	NJ_16	HCC827 (lung cell line)	Human	EXP-1277	JYH	2018-12-27	JYH_730	JYH_730_1_2_3	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.05	X754	X535		SEQ-2303											
SAMP-954	D205220	PBMC_1_10x	human	EXP-1414	JYH	2019-01-16	JYH_778	JYH_778_2	10x scATAC-seq	EPIGEN	NextSeq550 Mid	50+8+16+50	PE	0.33	SI-NA-C1		HJMJNBGX9	SEQ-2304											
SAMP-956	Veh 400K	Evans_Veh_10x	mouse	EXP-1415	JYH	2019-01-16	JYH_779	JYH_779_2	10x scATAC-seq	EPIGEN	NextSeq550 Mid	50+8+16+50	PE	0.33	SI-NA-D1		HJMJNBGX9	SEQ-2305											
SAMP-958	O+P 400K	Evans_Treated_10x	mouse	EXP-1416	JYH	2019-01-16	JYH_780	JYH_780_2	10x scATAC-seq	EPIGEN	NextSeq550 Mid	50+8+16+50	PE	0.33	SI-NA-E1		HJMJNBGX9	SEQ-2306											
SAMP-929	EF40D_EB_R1	Elie D40	human	EXP-1361	XH	2019-01-16	XH_97	XH_97	scATAC-seq	LICR	HiSeq2500	50+10+12+50	PE	0.33				SEQ-2307											
SAMP-959	CEMBA181218_5F	CEMBA 5F_1	mouse	EXP-1429	XH	2019-01-16	XH_106	XH_106	scATAC-seq	LICR	HiSeq2501	50+10+12+50	PE	0.33				SEQ-2308											
SAMP-960	CEMBA181220_5F	CEMBA 5F_2	mouse	EXP-1430	XH	2019-01-16	XH_107	XH_107	scATAC-seq	LICR	HiSeq2502	50+10+12+50	PE	0.33				SEQ-2309											
SAMP-916	GM91240_K27ac_AM (rAb)	GM91240_K27ac_AM (rAb)	Human	EXP-1435	RMM	2019-01-14	RMM_156	RMM_156	ChIP-Seq	EPIGEN	NextSeq550 Mid	75	PE	0.15	A023		HJM7VBGX9	SEQ-2310											
SAMP-916	GM19240_K27ac_AM(pAb)	GM19240_K27ac_AM(pAb)	Human	EXP-1436	RMM	2019-01-14	RMM_157	RMM_157	ChIP-Seq	EPIGEN	NextSeq550 Mid	75	PE	0.15	A025		HJM7VBGX9	SEQ-2311											
SAMP-916	GM19240_K27ac_ABCAM (pAb)	GM19240_K27ac_ABCAM (pAb)	Human	EXP-1437	RMM	2019-01-14	RMM_158	RMM_158	ChIP-Seq	EPIGEN	NextSeq550 Mid	75	PE	0.15	A027		HJM7VBGX9	SEQ-2312											
Other	Gaulton _ CUT&RUN_FOXA2	SC_CUT&RUN_FOXA2_011419	Human	EXP-1438	RMM	2019-01-14	RMM_159	RMM_159	CUT&RUN	EPIGEN	NextSeq550 Mid	75	PE	0.05	A020		HJM7VBGX10	SEQ-2313											
SAMP-523	CEMBA180305_2B	CEMBA 2B_1 bulk ATAC	mouse	EXP-1439	XH	2019-01-18	XH_112	XH_112	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.25	N702	S503	HFY7NAFXY	SEQ-2314											
SAMP-524	CEMBA180306_2B	CEMBA 2B_2 bulk ATAC	mouse	EXP-1440	XH	2019-01-18	XH_113	XH_113	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.25	N703	S505	HFY7NAFXY	SEQ-2315											
SAMP-525	CEMBA180308_3B	CEMBA 3B_1 bulk ATAC	mouse	EXP-1441	XH	2019-01-18	XH_114	XH_114	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.25	N704	S506	HFY7NAFXY	SEQ-2316											
SAMP-526	CEMBA180312_3B	CEMBA 3B_2 bulk ATAC	mouse	EXP-1442	XH	2019-01-18	XH_115	XH_115	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.25	N705	S507	HFY7NAFXY	SEQ-2317											
SAMP-226	D00_Rep2	D00_Rep2	human	EXP-1398	RMM	2019-01-23	RMM_140	RMM_140_1_2	ChIP-Seq	EPIGEN	NextSeq550 Mid	75	PE	0.15	A001		H3K27me3	SEQ-2248											
SAMP-230	D05_Rep2_VE (D5_V5R2)	D05_Rep2_VE (D5_V5R2)	human	EXP-1400	RMM	2019-01-23	RMM_142	RMM_142_1_2	ChIP-Seq	EPIGEN	NextSeq550 Mid	75	PE	0.15	A007		H3K27me3	SEQ-2250											
SAMP-232	D07_Rep2_VE (D7_VER2)	D07_Rep2_VE (D7_VER2)	human	EXP-1401	RMM	2019-01-23	RMM_143	RMM_143_1_2	ChIP-Seq	EPIGEN	NextSeq550 Mid	75	PE	0.15	A008		H3K27me3	SEQ-2251											
SAMP-236	D15_Rep2_VE (D15_V15R2)	D15_Rep2_VE (D15_V15R2)	human	EXP-1403	RMM	2019-01-23	RMM_145	RMM_145_1_2	ChIP-Seq	EPIGEN	NextSeq550 Mid	75	PE	0.15	A010		H3K27me3	SEQ-2253											
SAMP-240	D07_Rep2_CM (D7_C7R2)	D07_Rep2_CM (D7_C7R2)	human	EXP-1405	RMM	2019-01-23	RMM_147	RMM_147_1_2	ChIP-Seq	EPIGEN	NextSeq550 Mid	75	PE	0.15	A004		H3K27me3	SEQ-2255											
SAMP-242	D09_Rep2_CM (D9_C9R2)	D09_Rep2_CM (D9_C9R2)	human	EXP-1406	RMM	2019-01-23	RMM_148	RMM_148_1_2	ChIP-Seq	EPIGEN	NextSeq550 Mid	75	PE	0.15	A005		H3K27me3	SEQ-2256											
SAMP-244	D15_Rep2_CM (D15_CMR2)	D15_Rep2_CM (D15_CMR2)	human	EXP-1407	RMM	2019-01-23	RMM_149	RMM_149_1_2	ChIP-Seq	EPIGEN	NextSeq550 Mid	75	PE	0.15	A006		H3K27me3	SEQ-2257											
SAMP-250	D09_Rep2_Epi (E9R2)	D09_Rep2_Epi (E9R2)	human	EXP-1410	RMM	2019-01-23	RMM_152	RMM_152_1_2	ChIP-Seq	EPIGEN	NextSeq550 Mid	75	PE	0.15	A013		H3K27me3	SEQ-2260											
SAMP-252	D15_Rep2_Epi (E15R2)	D15_Rep2_Epi (E15R2)	human	EXP-1411	RMM	2019-01-23	RMM_153	RMM_153_1_2	ChIP-Seq	EPIGEN	NextSeq550 Mid	75	PE	0.15	A014		H3K27me3	SEQ-2261											
SAMP-254	D20_Rep2_Epi (E20R2)	D20_Rep2_Epi (E20R2)	human	EXP-1412	RMM	2019-01-23	RMM_154	RMM_154_1_2	ChIP-Seq	EPIGEN	NextSeq550 Mid	75	PE	0.15	A015		H3K27me3	SEQ-2262											
SAMP-916	GM19240	GM19240	human	EXP-1413	RMM	2019-01-23	RMM_155	RMM_155_1_2	ChIP-Seq	EPIGEN	NextSeq550 Mid	75	PE	0.15	A016		H3K27me3	SEQ-2263											
SAMP-974	PBMC_2_10x	PBMC_2_10x	human	EXP-1443	JYH	2019-01-23	JYH_790	JYH_790	10x scATAC-seq	EPIGEN	NextSeq550 Mid	50+8+16+50	PE	0.33	SI-NA-F1		HFYYGAFXY	SEQ-2329											
SAMP-689	A0016	A0016_10x	human	EXP-1444	JYH	2019-01-23	JYH_791	JYH_791	10x scATAC-seq	EPIGEN	NextSeq550 Mid	50+8+16+50	PE	0.33	SI-NA-G1		HFYYGAFXY	SEQ-2330											
SAMP-692	A0018	A0018_10x	human	EXP-1445	JYH	2019-01-23	JYH_792	JYH_792	10x scATAC-seq	EPIGEN	NextSeq550 Mid	50+8+16+50	PE	0.33	SI-NA-H1		HFYYGAFXY	SEQ-2331											
SAMP-954	D205220	PBMC_1_10x_merged	human	EXP-1414	JYH	2019-01-05	JYH_778	JYH_778_1_2	10x scATAC-seq	EPIGEN	NextSeq550 Mid	50+8+16+50	PE	0.33	SI-NA-C1		HFYN5AFXY,HJMJNBGX9	SEQ-2264											
SAMP-956	Veh 400K	Evans_Veh_10x_merged	mouse	EXP-1415	JYH	2019-01-05	JYH_779	JYH_779_1_2	10x scATAC-seq	EPIGEN	NextSeq550 Mid	50+8+16+50	PE	0.33	SI-NA-D1		HFYN5AFXY,HJMJNBGX9	SEQ-2265											
SAMP-958	O+P 400K	Evans_Treated_10x_merged	mouse	EXP-1416	JYH	2019-01-05	JYH_780	JYH_780_1_2	10x scATAC-seq	EPIGEN	NextSeq550 Mid	50+8+16+50	PE	0.33	SI-NA-E1		HFYN5AFXY,HJMJNBGX9	SEQ-2266											
SAMP-975	mCortex10M_without sorting	mCortex10M_without sorting	mouse	EXP-1446	JYH	2018-12-04	ZC_1	ZC_1	10x scATAC-seq	EPIGEN	NextSeq550 Mid	50+8+16+50	PE	0.50	SI-NA-A1		HG2H2AFXY	SEQ-2335											
SAMP-976	mCortex10M_with sorting	mCortex10M_with sorting	mouse	EXP-1447	JYH	2018-12-04	ZC_2	ZC_2	10x scATAC-seq	EPIGEN	NextSeq550 Mid	50+8+16+50	PE	0.50	SI-NA-B1		HG2H2AFXY	SEQ-2336											
NA	aut_H3K27ac_B1	aut_H3K27ac_B1	human	EXP-1464	DUG	1/25/2019	DUGAM_1	DUGAM_1	ChIP-seq	Other (please explain in notes)	Other (please explain in notes)	36	PE	NA	NA	NA	sequenced at Active Motif. Fastsqs at: /mnt/silencer2/home/dgorkin/temp/active_motif/chip_01242019/AJ08_HTChIP_Biomek_Buffer1_H3K27ac_S715.mID.trimmed_r1_filtered.fastq.gz; /mnt/silencer2/home/dgorkin/temp/active_motif/chip_01242019/AJ08_HTChIP_Biomek_Buffer1_H3K27ac_S715.mID.trimmed_r2_filtered.fastq.gz	SEQ-2337											
NA	aut_H3K27ac_B2_R1	aut_H3K27ac_B2_R1	human	EXP-1465	DUG	1/25/2019	DUGAM_2	DUGAM_2	ChIP-seq	Other (please explain in notes)	Other (please explain in notes)	36	PE	NA	NA	NA	sequenced at Active Motif. Fastsqs at: /mnt/silencer2/home/dgorkin/temp/active_motif/chip_01242019/AJ10_HTChIP_Biomek_Buffer2_Rep1_H3K27ac_S717.mID.trimmed_r1_filtered.fastq.gz; /mnt/silencer2/home/dgorkin/temp/active_motif/chip_01242019/AJ10_HTChIP_Biomek_Buffer2_Rep1_H3K27ac_S717.mID.trimmed_r2_filtered.fastq.gz	SEQ-2338											
NA	aut_H3K27ac_B2_R2	aut_H3K27ac_B2_R2	human	EXP-1466	DUG	1/25/2019	DUGAM_3	DUGAM_3	ChIP-seq	Other (please explain in notes)	Other (please explain in notes)	36	PE	NA	NA	NA	sequenced at Active Motif. Fastsqs at: /mnt/silencer2/home/dgorkin/temp/active_motif/chip_01242019/AJ11_HTChIP_Biomek_Buffer2_Rep2_H3K27ac_S718.mID.trimmed_r1_filtered.fastq.gz; /mnt/silencer2/home/dgorkin/temp/active_motif/chip_01242019/AJ11_HTChIP_Biomek_Buffer2_Rep2_H3K27ac_S718.mID.trimmed_r2_filtered.fastq.gz	SEQ-2339											
NA	aut_H3K27ac_B3	aut_H3K27ac_B3	human	EXP-1467	DUG	1/25/2019	DUGAM_4	DUGAM_4	ChIP-seq	Other (please explain in notes)	Other (please explain in notes)	36	PE	NA	NA	NA	sequenced at Active Motif. Fastsqs at: /mnt/silencer2/home/dgorkin/temp/active_motif/chip_01242019/AJ14_HTChIP_Biomek_Buffer3_H3K27ac_S721.mID.trimmed_r1_filtered.fastq.gz; /mnt/silencer2/home/dgorkin/temp/active_motif/chip_01242019/AJ14_HTChIP_Biomek_Buffer3_H3K27ac_S721.mID.trimmed_r2_filtered.fastq.gz	SEQ-2340											
NA	aut_H3K27me3_B1	aut_H3K27me3_B1	human	EXP-1468	DUG	1/25/2019	DUGAM_5	DUGAM_5	ChIP-seq	Other (please explain in notes)	Other (please explain in notes)	36	PE	NA	NA	NA	sequenced at Active Motif. Fastsqs at: /mnt/silencer2/home/dgorkin/temp/active_motif/chip_01242019/AJ09_HTChIP_Biomek_Buffer1_H3K27me3_S716.mID.trimmed_r1_filtered.fastq.gz; /mnt/silencer2/home/dgorkin/temp/active_motif/chip_01242019/AJ09_HTChIP_Biomek_Buffer1_H3K27me3_S716.mID.trimmed_r2_filtered.fastq.gz	SEQ-2341											
NA	aut_H3K27me3_B2_R1	aut_H3K27me3_B2_R1	human	EXP-1469	DUG	1/25/2019	DUGAM_6	DUGAM_6	ChIP-seq	Other (please explain in notes)	Other (please explain in notes)	36	PE	NA	NA	NA	sequenced at Active Motif. Fastsqs at: /mnt/silencer2/home/dgorkin/temp/active_motif/chip_01242019/AJ12_HTChIP_Biomek_Buffer2_Rep1_H3K27me3_S719.mID.trimmed_r1_filtered.fastq.gz; /mnt/silencer2/home/dgorkin/temp/active_motif/chip_01242019/AJ12_HTChIP_Biomek_Buffer2_Rep1_H3K27me3_S719.mID.trimmed_r2_filtered.fastq.gz	SEQ-2342											
NA	aut_H3K27me3_B2_R2	aut_H3K27me3_B2_R2	human	EXP-1470	DUG	1/25/2019	DUGAM_7	DUGAM_7	ChIP-seq	Other (please explain in notes)	Other (please explain in notes)	36	PE	NA	NA	NA	sequenced at Active Motif. Fastsqs at: /mnt/silencer2/home/dgorkin/temp/active_motif/chip_01242019/AJ13_HTChIP_Biomek_Buffer2_Rep2_H3K27me3_S720.mID.trimmed_r1_filtered.fastq.gz; /mnt/silencer2/home/dgorkin/temp/active_motif/chip_01242019/AJ13_HTChIP_Biomek_Buffer2_Rep2_H3K27me3_S720.mID.trimmed_r2_filtered.fastq.gz	SEQ-2343											
NA	aut_H3K27me3_B3	aut_H3K27me3_B3	human	EXP-1471	DUG	1/25/2019	DUGAM_8	DUGAM_8	ChIP-seq	Other (please explain in notes)	Other (please explain in notes)	36	PE	NA	NA	NA	sequenced at Active Motif. Fastsqs at: /mnt/silencer2/home/dgorkin/temp/active_motif/chip_01242019/AJ15_HTChIP_Biomek_Buffer3_H3K27me3_S722.mID.trimmed_r1_filtered.fastq.gz; /mnt/silencer2/home/dgorkin/temp/active_motif/chip_01242019/AJ15_HTChIP_Biomek_Buffer3_H3K27me3_S722.mID.trimmed_r2_filtered.fastq.gz	SEQ-2344											
NA	Input	Input	human	EXP-1472	DUG	1/25/2019	DUGAM_9	DUGAM_9	ChIP-seq	Other (please explain in notes)	Other (please explain in notes)	36	PE	NA	NA	NA	sequenced at Active Motif. Fastsqs at: /mnt/silencer2/home/dgorkin/temp/active_motif/chip_01242019/AJ04_HTChIP_GM12878_Input_S723.mID.trimmed_r1_filtered.fastq.gz; /mnt/silencer2/home/dgorkin/temp/active_motif/chip_01242019/AJ04_HTChIP_GM12878_Input_S723.mID.trimmed_r2_filtered.fastq.gz	SEQ-2345											
NA	man_H3K27ac_B1	man_H3K27ac_B1	human	EXP-1473	DUG	1/25/2019	DUGAM_10	DUGAM_10	ChIP-seq	Other (please explain in notes)	Other (please explain in notes)	36	PE	NA	NA	NA	sequenced at Active Motif. Fastsqs at: /mnt/silencer2/home/dgorkin/temp/active_motif/chip_01242019/AJ01_HTChIP_Manual_Buffer1_H3K27ac_S705.mID.trimmed_r1_filtered.fastq.gz; /mnt/silencer2/home/dgorkin/temp/active_motif/chip_01242019/AJ01_HTChIP_Manual_Buffer1_H3K27ac_S705.mID.trimmed_r2_filtered.fastq.gz	SEQ-2346											
NA	man_H3K27ac_B2	man_H3K27ac_B2	human	EXP-1474	DUG	1/25/2019	DUGAM_11	DUGAM_11	ChIP-seq	Other (please explain in notes)	Other (please explain in notes)	36	PE	NA	NA	NA	sequenced at Active Motif. Fastsqs at: /mnt/silencer2/home/dgorkin/temp/active_motif/chip_01242019/AJ02_HTChIP_Manual_Buffer2_H3K27ac_S706.mID.trimmed_r1_filtered.fastq.gz; /mnt/silencer2/home/dgorkin/temp/active_motif/chip_01242019/AJ02_HTChIP_Manual_Buffer2_H3K27ac_S706.mID.trimmed_r2_filtered.fastq.gz	SEQ-2347											
NA	man_H3K27ac_B3	man_H3K27ac_B3	human	EXP-1475	DUG	1/25/2019	DUGAM_12	DUGAM_12	ChIP-seq	Other (please explain in notes)	Other (please explain in notes)	36	PE	NA	NA	NA	sequenced at Active Motif. Fastsqs at: /mnt/silencer2/home/dgorkin/temp/active_motif/chip_01242019/AJ03_HTChIP_Manual_Buffer3_H3K27ac_S707.mID.trimmed_r1_filtered.fastq.gz; /mnt/silencer2/home/dgorkin/temp/active_motif/chip_01242019/AJ03_HTChIP_Manual_Buffer3_H3K27ac_S707.mID.trimmed_r2_filtered.fastq.gz	SEQ-2348											
NA	man_H3K27me3_B1	man_H3K27me3_B1	human	EXP-1476	DUG	1/25/2019	DUGAM_13	DUGAM_13	ChIP-seq	Other (please explain in notes)	Other (please explain in notes)	36	PE	NA	NA	NA	sequenced at Active Motif. Fastsqs at: /mnt/silencer2/home/dgorkin/temp/active_motif/chip_01242019/AJ05_HTChIP_Manual_Buffer1_H3K27me3_S712.mID.trimmed_r1_filtered.fastq.gz; /mnt/silencer2/home/dgorkin/temp/active_motif/chip_01242019/AJ05_HTChIP_Manual_Buffer1_H3K27me3_S712.mID.trimmed_r2_filtered.fastq.gz	SEQ-2349											
NA	man_H3K27me3_B2	man_H3K27me3_B2	human	EXP-1477	DUG	1/25/2019	DUGAM_14	DUGAM_14	ChIP-seq	Other (please explain in notes)	Other (please explain in notes)	36	PE	NA	NA	NA	sequenced at Active Motif. Fastsqs at: /mnt/silencer2/home/dgorkin/temp/active_motif/chip_01242019/AJ06_HTChIP_Manual_Buffer2_H3K27me3_S713.mID.trimmed_r1_filtered.fastq.gz; /mnt/silencer2/home/dgorkin/temp/active_motif/chip_01242019/AJ06_HTChIP_Manual_Buffer2_H3K27me3_S713.mID.trimmed_r2_filtered.fastq.gz	SEQ-2350											
NA	man_H3K27me3_B3	man_H3K27me3_B3	human	EXP-1478	DUG	1/25/2019	DUGAM_15	DUGAM_15	ChIP-seq	Other (please explain in notes)	Other (please explain in notes)	36	PE	NA	NA	NA	sequenced at Active Motif. Fastsqs at: /mnt/silencer2/home/dgorkin/temp/active_motif/chip_01242019/AJ07_HTChIP_Manual_Buffer3_H3K27me3_S714.mID.trimmed_r1_filtered.fastq.gz; /mnt/silencer2/home/dgorkin/temp/active_motif/chip_01242019/AJ07_HTChIP_Manual_Buffer3_H3K27me3_S714.mID.trimmed_r2_filtered.fastq.gz	SEQ-2351											
SAMP-226	D00_Rep1	D00_Rep1 H3K27me3	human	EXP-1309	RMM	2018-12-17	RMM_125	RMM_125_1_2	ChIP-Seq	EPIGEN	NextSeq550 High	75	SE	0.16	A010			SEQ-2191											
SAMP-230	D05_Rep1_VE	D05_Rep1_VE H3K27me3	human	EXP-1310	RMM	2018-12-17	RMM_127	RMM_127_1_2	ChIP-Seq	EPIGEN	NextSeq550 High	75	SE	0.16	A012			SEQ-2192											
SAMP-232	D07_Rep1_VE	D07_Rep1_VE H3K27me3	human	EXP-1311	RMM	2018-12-17	RMM_128	RMM_128_1_2	ChIP-Seq	EPIGEN	NextSeq550 High	75	SE	0.16	A013			SEQ-2193											
SAMP-234	D09_Rep1_VE	D09_Rep1_VE H3K27me3	human	EXP-1312	RMM	2018-12-17	RMM_129	RMM_129_1_2	ChIP-Seq	EPIGEN	NextSeq550 High	75	SE	0.16	A014			SEQ-2194											
SAMP-236	D15_Rep1_VE	D15_Rep1_VE H3K27me3	human	EXP-1313	RMM	2018-12-17	RMM_130	RMM_130_1_2	ChIP-Seq	EPIGEN	NextSeq550 High	75	SE	0.16	A015			SEQ-2195											
SAMP-238	D05_Rep1_CM	D05_Rep1_CM H3K27me3	human	EXP-1314	RMM	2018-12-17	RMM_131	RMM_131_1_2	ChIP-Seq	EPIGEN	NextSeq550 High	75	SE	0.16	A016			SEQ-2196											
SAMP-240	D07_Rep1_CM	D07_Rep1_CM H3K27me3	human	EXP-1315	RMM	2018-12-17	RMM_132	RMM_132_1_2	ChIP-Seq	EPIGEN	NextSeq550 High	75	SE	0.16	A018			SEQ-2197											
SAMP-242	D09_Rep1_CM	D09_Rep1_CM H3K27me3	human	EXP-1316	RMM	2018-12-17	RMM_133	RMM_133_1_2	ChIP-Seq	EPIGEN	NextSeq550 High	75	SE	0.16	A019			SEQ-2198											
SAMP-244	D15_Rep1_CM	D15_Rep1_CM H3K27me3	human	EXP-1317	RMM	2018-12-17	RMM_134	RMM_134_1_2	ChIP-Seq	EPIGEN	NextSeq550 High	75	SE	0.16	A020			SEQ-2199											
SAMP-246	D05_Rep1_Epi	D05_Rep1_Epi H3K27me3	human	EXP-1318	RMM	2018-12-17	RMM_135	RMM_135_1_2	ChIP-Seq	EPIGEN	NextSeq550 High	75	SE	0.16	A021			SEQ-2200											
SAMP-248	D07_Rep1_Epi	D07_Rep1_Epi H3K27me3	human	EXP-1319	RMM	2018-12-17	RMM_136	RMM_136_1_2	ChIP-Seq	EPIGEN	NextSeq550 High	75	SE	0.16	A022			SEQ-2201											
SAMP-252	D15_Rep1_Epi	D15_Rep1_Epi H3K27me3	human	EXP-1320	RMM	2018-12-17	RMM_138	RMM_138_1_2	ChIP-Seq	EPIGEN	NextSeq550 High	75	SE	0.16	A025			SEQ-2202											
SAMP-226	D00_Rep1	D00_Rep1	human	EXP-1448	RMM	2019-01-28	RMM_160	RMM_160	ChIP-Seq	EPIGEN	NextSeq550 High	75	SE	0.15	A009		H3K27ac (rAb)	SEQ-2203											
SAMP-228	D03_Rep1	D03_Rep1	human	EXP-1449	RMM	2019-01-28	RMM_161	RMM_161	ChIP-Seq	EPIGEN	NextSeq550 High	75	SE	0.15	A010		H3K27ac (rAb)	SEQ-2204											
SAMP-238	D05_Rep1_CM	D05_Rep1_CM	human	EXP-1450	RMM	2019-01-28	RMM_162	RMM_162	ChIP-Seq	EPIGEN	NextSeq550 High	75	SE	0.15	A011		H3K27ac (rAb)	SEQ-2205											
SAMP-240	D07_Rep1_CM	D07_Rep1_CM	human	EXP-1451	RMM	2019-01-28	RMM_163	RMM_163	ChIP-Seq	EPIGEN	NextSeq550 High	75	SE	0.15	A012		H3K27ac (rAb)	SEQ-2206											
SAMP-242	D09_Rep1_CM	D09_Rep1_CM	human	EXP-1452	RMM	2019-01-28	RMM_164	RMM_164	ChIP-Seq	EPIGEN	NextSeq550 High	75	SE	0.15	A013		H3K27ac (rAb)	SEQ-2207											
SAMP-244	D15_Rep1_CM	D15_Rep1_CM	human	EXP-1453	RMM	2019-01-28	RMM_165	RMM_165	ChIP-Seq	EPIGEN	NextSeq550 High	75	SE	0.15	A014		H3K27ac (rAb)	SEQ-2208											
SAMP-246	D05_Rep1_Epi	D05_Rep1_Epi	human	EXP-1454	RMM	2019-01-28	RMM_166	RMM_166	ChIP-Seq	EPIGEN	NextSeq550 High	75	SE	0.15	A015		H3K27ac (rAb)	SEQ-2209											
SAMP-248	D07_Rep1_Epi	D07_Rep1_Epi	human	EXP-1455	RMM	2019-01-28	RMM_167	RMM_167	ChIP-Seq	EPIGEN	NextSeq550 High	75	SE	0.15	A016		H3K27ac (rAb)	SEQ-2210											
SAMP-250	D09_Rep1_Epi	D09_Rep1_Epi	human	EXP-1456	RMM	2019-01-28	RMM_168	RMM_168	ChIP-Seq	EPIGEN	NextSeq550 High	75	SE	0.15	A018		H3K27ac (rAb)	SEQ-2211											
