IMPORTANT NOTE: SHEET IS PROTOCTED AND WILL GIVE A WARNING BEFORE EDITS CAN BE MADE. PLEASE TAKE CARE NOT TO MAKE UNINTENDED CHANGES.																													
To be completed by wet lab team member																		Sequncing file index (DO NOT CHANGE)	To be completed by bioinformatics team member										
Sample Index (from MSTS)	sample ID (from MSTS)	Label (for QC report)	species 	Experiment Index (from METS)	Team member intials	Date submitted for sequencing	Library ID	Sequencing ID	Experiment type	Sequening core	Machine	Sequening length	Read type	Portion of lane	i5 Index (or single index)	i7 index (if applicable)	Notes		Date sequencing completed	Team member intitials	Genome	Total_reads	Final_reads	Final_yield	Mito_frac	TSS_enrichment	FRoP	Link for sharing files	Notes
SAMP-126	GM_SNAP10	Biomek_13th_5	human	EXP-563	JYH	4/6/2018	JYH_328	JYH_328	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	507	702	Biomek_13th	SEQ-837			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP10	Biomek_13th_6	human	EXP-563	JYH	4/6/2018	JYH_329	JYH_329	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	508	703	Biomek_13th	SEQ-838			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP10	Biomek_13th_7	human	EXP-563	JYH	4/6/2018	JYH_330	JYH_330	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	510	704	Biomek_13th	SEQ-839			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP10	Biomek_13th_8	human	EXP-563	JYH	4/6/2018	JYH_331	JYH_331	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	511	705	Biomek_13th	SEQ-840			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP10	Biomek_14th_1	human	EXP-571	JYH	4/6/2018	JYH_332	JYH_332	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	520	731	Biomek_14th	SEQ-841			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP11	Biomek_14th_2	human	EXP-572	JYH	4/6/2018	JYH_333	JYH_333	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	521	731	Biomek_14th	SEQ-842			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP11	Biomek_14th_3	human	EXP-573	JYH	4/6/2018	JYH_334	JYH_334	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	522	731	Biomek_14th	SEQ-843			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP11	Biomek_14th_4	human	EXP-574	JYH	4/6/2018	JYH_335	JYH_335	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	523	731	Biomek_14th	SEQ-844			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP11	Biomek_14th_5	human	EXP-575	JYH	4/6/2018	JYH_336	JYH_336	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	524	731	Biomek_14th	SEQ-845			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP11	Biomek_14th_6	human	EXP-576	JYH	4/6/2018	JYH_337	JYH_337	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	525	731	Biomek_14th	SEQ-846			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP11	Biomek_14th_7	human	EXP-577	JYH	4/6/2018	JYH_338	JYH_338	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	526	731	Biomek_14th	SEQ-847			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP11	Biomek_14th_8	human	EXP-578	JYH	4/6/2018	JYH_339	JYH_339	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	527	731	Biomek_14th	SEQ-848			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP11	Biomek_14th_9	human	EXP-579	JYH	4/6/2018	JYH_340	JYH_340	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	520	732	Biomek_14th	SEQ-849			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP11	Biomek_14th_10	human	EXP-580	JYH	4/6/2018	JYH_341	JYH_341	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	521	732	Biomek_14th	SEQ-850			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP11	Biomek_14th_11	human	EXP-581	JYH	4/6/2018	JYH_342	JYH_342	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	522	732	Biomek_14th	SEQ-851			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP11	Biomek_14th_12	human	EXP-582	JYH	4/6/2018	JYH_343	JYH_343	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	523	732	Biomek_14th	SEQ-852			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP11	Biomek_14th_13	human	EXP-583	JYH	4/6/2018	JYH_344	JYH_344	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	524	732	Biomek_14th	SEQ-853			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP11	Biomek_14th_14	human	EXP-584	JYH	4/6/2018	JYH_345	JYH_345	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	525	732	Biomek_14th	SEQ-854			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP11	Biomek_14th_15	human	EXP-585	JYH	4/6/2018	JYH_346	JYH_346	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	526	732	Biomek_14th	SEQ-855			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP11	Biomek_14th_16	human	EXP-586	JYH	4/6/2018	JYH_347	JYH_347	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	527	732	Biomek_14th	SEQ-856			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP11	Biomek_14th_17	human	EXP-587	JYH	4/6/2018	JYH_348	JYH_348	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	520	733	Biomek_14th	SEQ-857			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP11	Biomek_14th_18	human	EXP-588	JYH	4/6/2018	JYH_349	JYH_349	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	521	733	Biomek_14th	SEQ-858			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP11	Biomek_14th_19	human	EXP-589	JYH	4/6/2018	JYH_350	JYH_350	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	522	733	Biomek_14th	SEQ-859			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP11	Biomek_14th_20	human	EXP-590	JYH	4/6/2018	JYH_351	JYH_351	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	523	733	Biomek_14th	SEQ-860			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP11	Biomek_14th_21	human	EXP-591	JYH	4/6/2018	JYH_352	JYH_352	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	524	733	Biomek_14th	SEQ-861			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP11	Biomek_14th_22	human	EXP-592	JYH	4/6/2018	JYH_353	JYH_353	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	525	733	Biomek_14th	SEQ-862			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP11	Biomek_14th_23	human	EXP-593	JYH	4/6/2018	JYH_354	JYH_354	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	526	733	Biomek_14th	SEQ-863			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP11	Biomek_14th_24	human	EXP-594	JYH	4/6/2018	JYH_355	JYH_355	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	527	733	Biomek_14th	SEQ-864			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP11	Biomek_14th_25	human	EXP-595	JYH	4/6/2018	JYH_356	JYH_356	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	520	734	Biomek_14th	SEQ-865			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP11	Biomek_14th_26	human	EXP-596	JYH	4/6/2018	JYH_357	JYH_357	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	521	734	Biomek_14th	SEQ-866			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP11	Biomek_14th_27	human	EXP-597	JYH	4/6/2018	JYH_358	JYH_358	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	522	734	Biomek_14th	SEQ-867			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP11	Biomek_14th_28	human	EXP-598	JYH	4/6/2018	JYH_359	JYH_359	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	523	734	Biomek_14th	SEQ-868			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP11	Biomek_14th_29	human	EXP-599	JYH	4/6/2018	JYH_360	JYH_360	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	524	734	Biomek_14th	SEQ-869			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP11	Biomek_14th_30	human	EXP-600	JYH	4/6/2018	JYH_361	JYH_361	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	525	734	Biomek_14th	SEQ-870			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP11	Biomek_14th_31	human	EXP-601	JYH	4/6/2018	JYH_362	JYH_362	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	526	734	Biomek_14th	SEQ-871			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP11	Biomek_14th_32	human	EXP-602	JYH	4/6/2018	JYH_363	JYH_363	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	527	734	Biomek_14th	SEQ-872			NA	NA	NA	NA	NA	NA	NA		
SAMP-563	NCIH524 C2	NCIH524 C2	human	EXP-603	JYH	4/6/2018	JYH_364	JYH_364	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	502	702	Pfizer	SEQ-873			NA	NA	NA	NA	NA	NA	NA		
SAMP-564	NCIH524 T2	NCIH524 T2	human	EXP-604	JYH	4/6/2018	JYH_365	JYH_365	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	503	703	Pfizer	SEQ-874			NA	NA	NA	NA	NA	NA	NA		
SAMP-565	NCIH524 O2	NCIH524 O2	human	EXP-605	JYH	4/6/2018	JYH_366	JYH_366	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	505	704	Pfizer	SEQ-875			NA	NA	NA	NA	NA	NA	NA		
SAMP-566	NCIH524 N2	NCIH524 N2	human	EXP-606	JYH	4/6/2018	JYH_367	JYH_367	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	506	705	Pfizer	SEQ-876			NA	NA	NA	NA	NA	NA	NA		
SAMP-567	NCIH524 R2	NCIH524 R2	human	EXP-607	JYH	4/6/2018	JYH_368	JYH_368	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	507	706	Pfizer	SEQ-877			NA	NA	NA	NA	NA	NA	NA		
SAMP-568	NCIH524 V2	NCIH524 V2	human	EXP-608	JYH	4/6/2018	JYH_369	JYH_369	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	508	707	Pfizer	SEQ-878			NA	NA	NA	NA	NA	NA	NA		
SAMP-569	NCIH524 T5	NCIH524 T5	human	EXP-609	JYH	4/6/2018	JYH_370	JYH_370	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	510	710	Pfizer	SEQ-879			NA	NA	NA	NA	NA	NA	NA		
SAMP-570	NCIH524 O5	NCIH524 O5	human	EXP-610	JYH	4/6/2018	JYH_371	JYH_371	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	511	711	Pfizer	SEQ-880			NA	NA	NA	NA	NA	NA	NA		
SAMP-571	NCIH524 N5	NCIH524 N5	human	EXP-611	JYH	4/6/2018	JYH_372	JYH_372	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	502	712	Pfizer	SEQ-881			NA	NA	NA	NA	NA	NA	NA		
SAMP-572	NCIH524 R5	NCIH524 R5	human	EXP-612	JYH	4/6/2018	JYH_373	JYH_373	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	503	701	Pfizer	SEQ-882			NA	NA	NA	NA	NA	NA	NA		
SAMP-573	NCIH524 V5	NCIH524 V5	human	EXP-613	JYH	4/6/2018	JYH_374	JYH_374	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	505	702	Pfizer	SEQ-883			NA	NA	NA	NA	NA	NA	NA		
SAMP-392	CEMBA171206_3C	Mini Brain Atlas_Mop_3C_Rep1	mouse	EXP-317	XW	2/22/2018	XW_45	XW_45_2	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-884			NA	NA	NA	NA	NA	NA	NA		
SAMP-393	CEMBA171207_3C	Mini Brain Atlas_Mop_3C_Rep2	mouse	EXP-318	XW	2/22/2018	XW_46	XW_46_2	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-885			NA	NA	NA	NA	NA	NA	NA		
N/A (special case; not on our MSTS)	N/A (special case; not on our MSTS)	Liver_H3K4me1	mouse	NA	DUG	NA	SRC1647	SRC1647	ChIP-seq	LICR	HiSeq2500	50	SE	0.166	NA - already demultiplexed	NA - already demultiplexed	Sora_Liver_ChIP-seq	SEQ-886			NA	NA	NA	NA	NA	NA	NA		
N/A (special case; not on our MSTS)	N/A (special case; not on our MSTS)	Liver_H3K4me2	mouse	NA	DUG	NA	SRC1648	SRC1648	ChIP-seq	LICR	HiSeq2500	50	SE	0.166	NA - already demultiplexed	NA - already demultiplexed	Sora_Liver_ChIP-seq	SEQ-887			NA	NA	NA	NA	NA	NA	NA		
N/A (special case; not on our MSTS)	N/A (special case; not on our MSTS)	Liver_H3K4me3	mouse	NA	DUG	NA	SRC1649	SRC1649	ChIP-seq	LICR	HiSeq2500	50	SE	0.166	NA - already demultiplexed	NA - already demultiplexed	Sora_Liver_ChIP-seq	SEQ-888			NA	NA	NA	NA	NA	NA	NA		
N/A (special case; not on our MSTS)	N/A (special case; not on our MSTS)	Liver_H3K27ac	mouse	NA	DUG	NA	SRC1650	SRC1650	ChIP-seq	LICR	HiSeq2500	50	SE	0.166	NA - already demultiplexed	NA - already demultiplexed	Sora_Liver_ChIP-seq	SEQ-889			NA	NA	NA	NA	NA	NA	NA		
N/A (special case; not on our MSTS)	N/A (special case; not on our MSTS)	Liver_H3K27me3	mouse	NA	DUG	NA	SRC1651	SRC1651	ChIP-seq	LICR	HiSeq2500	50	SE	0.166	NA - already demultiplexed	NA - already demultiplexed	Sora_Liver_ChIP-seq	SEQ-890			NA	NA	NA	NA	NA	NA	NA		
N/A (special case; not on our MSTS)	N/A (special case; not on our MSTS)	Liver_H3K9ac	mouse	NA	DUG	NA	SRC1652	SRC1652	ChIP-seq	LICR	HiSeq2500	50	SE	0.166	NA - already demultiplexed	NA - already demultiplexed	Sora_Liver_ChIP-seq	SEQ-891			NA	NA	NA	NA	NA	NA	NA		
N/A (special case; not on our MSTS)	N/A (special case; not on our MSTS)	Liver_H3K9me3	mouse	NA	DUG	NA	SRC1653	SRC1653	ChIP-seq	LICR	HiSeq2500	50	SE	0.166	NA - already demultiplexed	NA - already demultiplexed	Sora_Liver_ChIP-seq	SEQ-892			NA	NA	NA	NA	NA	NA	NA		
N/A (special case; not on our MSTS)	N/A (special case; not on our MSTS)	Liver_H3K36me3	mouse	NA	DUG	NA	SRC1654	SRC1654	ChIP-seq	LICR	HiSeq2500	50	SE	0.166	NA - already demultiplexed	NA - already demultiplexed	Sora_Liver_ChIP-seq	SEQ-893			NA	NA	NA	NA	NA	NA	NA		
SAMP-546	Human from Salk	Human Brain Dounce	Human	EXP-502	XW	4/18/2018	XW_75	XW_75_2	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-894			NA	NA	NA	NA	NA	NA	NA		
SAMP-563	NCIH524 C2	NCIH524 C2	human	EXP-603	JYH	4/20/2018	JYH_364	JYH_364_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.18	502	702	Pfizer	SEQ-895			NA	NA	NA	NA	NA	NA	NA		
SAMP-564	NCIH524 T2	NCIH524 T2	human	EXP-604	JYH	4/20/2018	JYH_365	JYH_365_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.18	503	703	Pfizer	SEQ-896			NA	NA	NA	NA	NA	NA	NA		
SAMP-565	NCIH524 O2	NCIH524 O2	human	EXP-605	JYH	4/20/2018	JYH_366	JYH_366_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.18	505	704	Pfizer	SEQ-897			NA	NA	NA	NA	NA	NA	NA		
SAMP-566	NCIH524 N2	NCIH524 N2	human	EXP-606	JYH	4/20/2018	JYH_367	JYH_367_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.18	506	705	Pfizer	SEQ-898			NA	NA	NA	NA	NA	NA	NA		
SAMP-567	NCIH524 R2	NCIH524 R2	human	EXP-607	JYH	4/20/2018	JYH_368	JYH_368_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.18	507	706	Pfizer	SEQ-899			NA	NA	NA	NA	NA	NA	NA		
SAMP-568	NCIH524 V2	NCIH524 V2	human	EXP-608	JYH	4/20/2018	JYH_369	JYH_369_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.18	508	707	Pfizer	SEQ-900			NA	NA	NA	NA	NA	NA	NA		
SAMP-569	NCIH524 T5	NCIH524 T5	human	EXP-609	JYH	4/20/2018	JYH_370	JYH_370_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.18	510	710	Pfizer	SEQ-901			NA	NA	NA	NA	NA	NA	NA		
SAMP-570	NCIH524 O5	NCIH524 O5	human	EXP-610	JYH	4/20/2018	JYH_371	JYH_371_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.18	511	711	Pfizer	SEQ-902			NA	NA	NA	NA	NA	NA	NA		
SAMP-571	NCIH524 N5	NCIH524 N5	human	EXP-611	JYH	4/20/2018	JYH_372	JYH_372_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.18	502	712	Pfizer	SEQ-903			NA	NA	NA	NA	NA	NA	NA		
SAMP-572	NCIH524 R5	NCIH524 R5	human	EXP-612	JYH	4/20/2018	JYH_373	JYH_373_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.18	503	701	Pfizer	SEQ-904			NA	NA	NA	NA	NA	NA	NA		
SAMP-573	NCIH524 V5	NCIH524 V5	human	EXP-613	JYH	4/20/2018	JYH_374	JYH_374_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.18	505	702	Pfizer	SEQ-905			NA	NA	NA	NA	NA	NA	NA		
Other	Gli2-118-2_10.5 head	Gli2-118-2_10.5 head	Mouse	EXP-621	RMM	4/20/2018	RM_35	RM_35	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.16	502	703	Kevin Peterson ATAC	SEQ-906			NA	NA	NA	NA	NA	NA	NA		
Other	Gli2-118-2_10.5 trunk	Gli2-118-2_10.5 trunk	Mouse	EXP-622	RMM	4/20/2018	RM_36	RM_36	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.16	503	704	Kevin Peterson ATAC	SEQ-907			NA	NA	NA	NA	NA	NA	NA		
Other	Gli2-L4_14.5_lung	Gli2-L4_14.5_lung	Mouse	EXP-623	RMM	4/20/2018	RM_37	RM_37	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.16	505	705	Kevin Peterson ATAC	SEQ-908			NA	NA	NA	NA	NA	NA	NA		
Other	Gli2-L4_14.5_palate	Gli2-L4_14.5_palate	Mouse	EXP-624	RMM	4/20/2018	RM_38	RM_38	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.16	506	706	Kevin Peterson ATAC	SEQ-909			NA	NA	NA	NA	NA	NA	NA		
Other	Gli2-122-3_MNP	Gli2-122-3_MNP	Mouse	EXP-625	RMM	4/20/2018	RM_39	RM_39	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.16	507	707	Kevin Peterson ATAC	SEQ-910			NA	NA	NA	NA	NA	NA	NA		
Other	Gli2-122-4_MNP	Gli2-122-4_MNP	Mouse	EXP-626	RMM	4/20/2018	RM_40	RM_40	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.16	508	702	Kevin Peterson ATAC	SEQ-911			NA	NA	NA	NA	NA	NA	NA		
Other	Gli2-122-1_MNP	Gli2-122-1_MNP	Mouse	EXP-627	RMM	4/20/2018	RM_41	RM_41	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.16	510	710	Kevin Peterson ATAC	SEQ-912			NA	NA	NA	NA	NA	NA	NA		
Other	Gli2-48-1_MNP	Gli2-48-1_MNP	Mouse	EXP-628	RMM	4/20/2018	RM_42	RM_42	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.16	511	711	Kevin Peterson ATAC	SEQ-913			NA	NA	NA	NA	NA	NA	NA		
Other	G3XG3-11.5-16	G3XG3-11.5-16	Mouse	EXP-629	RMM	4/20/2018	RM_43	RM_43	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.16	503	712	Kevin Peterson ATAC	SEQ-914			NA	NA	NA	NA	NA	NA	NA		
Other	G3XG3-11.5-20	G3XG3-11.5-20	Mouse	EXP-630	RMM	4/20/2018	RM_44	RM_44	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.16	505	710	Kevin Peterson ATAC	SEQ-915			NA	NA	NA	NA	NA	NA	NA		
Other	F1/F2XHand2Cre-2	F1/F2XHand2Cre-2	Mouse	EXP-631	RMM	4/20/2018	RM_45	RM_45	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.16	508	710	Kevin Peterson ATAC	SEQ-916			NA	NA	NA	NA	NA	NA	NA		
Other	F1/F2XHand2Cre-4	F1/F2XHand2Cre-4	Mouse	EXP-632	RMM	4/20/2018	RM_46	RM_46	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.16	502	706	Kevin Peterson ATAC	SEQ-917			NA	NA	NA	NA	NA	NA	NA		
Other	F1/F2XHand2Cre-14	F1/F2XHand2Cre-14	Mouse	EXP-633	RMM	4/20/2018	RM_47	RM_47	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.16	506	701	Kevin Peterson ATAC	SEQ-918			NA	NA	NA	NA	NA	NA	NA		
Other	Gli2-118-7 10.5head	Gli2-118-7 10.5head	Mouse	EXP-634	RMM	4/20/2018	RM_48	RM_48	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.16	502	701	Kevin Peterson ATAC	SEQ-919			NA	NA	NA	NA	NA	NA	NA		
Other	Gli2-118-7 10.5trunk	Gli2-118-7 10.5trunk	Mouse	EXP-635	RMM	4/20/2018	RM_49	RM_49	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.16	503	705	Kevin Peterson ATAC	SEQ-920			NA	NA	NA	NA	NA	NA	NA		
Other	Gli2-118-4 10.5head	Gli2-118-4 10.5head	Mouse	EXP-636	RMM	4/20/2018	RM_50	RM_50	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.16	505	706	Kevin Peterson ATAC	SEQ-921			NA	NA	NA	NA	NA	NA	NA		
Other	Gli2-118-4 10.5trunk	Gli2-118-4 10.5trunk	Mouse	EXP-637	RMM	4/20/2018	RM_51	RM_51	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.16	506	707	Kevin Peterson ATAC	SEQ-922			NA	NA	NA	NA	NA	NA	NA		
Other	Gli2-118-5 10.5head	Gli2-118-5 10.5head	Mouse	EXP-638	RMM	4/20/2018	RM_52	RM_52	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.16	508	711	Kevin Peterson ATAC	SEQ-923			NA	NA	NA	NA	NA	NA	NA		
Other	Gli2-118-5 10.5trunk	Gli2-118-5 10.5trunk	Mouse	EXP-639	RMM	4/20/2018	RM_53	RM_53	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.16	510	711	Kevin Peterson ATAC	SEQ-924			NA	NA	NA	NA	NA	NA	NA		
Other	G3XG3-10.5-29head	G3XG3-10.5-29head	Mouse	EXP-640	RMM	4/20/2018	RM_54	RM_54	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.16	511	712	Kevin Peterson ATAC	SEQ-925			NA	NA	NA	NA	NA	NA	NA		
Other	G3XG3-10.5-29trunk	G3XG3-10.5-29trunk	Mouse	EXP-641	RMM	4/20/2018	RM_55	RM_55	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.16	507	704	Kevin Peterson ATAC	SEQ-926			NA	NA	NA	NA	NA	NA	NA		
Other	G3XG3-10.5-31head	G3XG3-10.5-31head	Mouse	EXP-642	RMM	4/20/2018	RM_56	RM_56	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.16	510	703	Kevin Peterson ATAC	SEQ-927			NA	NA	NA	NA	NA	NA	NA		
Other	Gli2-L5lung	Gli2-L5lung	Mouse	EXP-643	RMM	4/20/2018	RM_57	RM_57	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.16	506	702	Kevin Peterson ATAC	SEQ-928			NA	NA	NA	NA	NA	NA	NA		
Other	Gli2-L5palate	Gli2-L5palate	Mouse	EXP-644	RMM	4/20/2018	RM_58	RM_58	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.16	503	710	Kevin Peterson ATAC	SEQ-929			NA	NA	NA	NA	NA	NA	NA		
SAMP-544	G2 48-6 MNP	G2 48-6 MNP	Mouse	EXP-646	RMM	4/20/2018	RM_59	RM_59	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.01	508	703	Robert ATAC on Jax	SEQ-930			NA	NA	NA	NA	NA	NA	NA		
SAMP-545	G2 48-6 FNP	G2 48-6 FNP	Mouse	EXP-647	RMM	4/20/2018	RM_60	RM_60	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.01	511	701	Robert ATAC on Jax	SEQ-931			NA	NA	NA	NA	NA	NA	NA		
SAMP-403	CD11b_CD45_GBM1_IDH_WT	CD11b_CD45_GBM1_IDH_WT	human	EXP-279	SP	12/13/2017	XW33	XW33_2	scRNA-seq	EPIGEN	NextSeq550 High	26+8+0+98	PE	0.08	SI-GA-A12	N/A	scRNA-seq resequence	SEQ-317			NA	NA	NA	NA	NA	NA	NA		
SAMP-403	CD11b_CD45_GBM1_IDH_WT	CD11b_CD45_GBM1_IDH_WT	human	EXP-280	SP	12/13/2017	XW34	XW34_2	scRNA-seq	EPIGEN	NextSeq550 High	26+8+0+98	PE	0.08	SI-GA-B11	N/A	scRNA-seq resequence	SEQ-318			NA	NA	NA	NA	NA	NA	NA		
SAMP-403	CD11b_CD45_GBM1_IDH_WT	CD11b_CD45_GBM1_IDH_WT	human	EXP-281	SP	12/13/2017	XW35	XW35_2	scRNA-seq	EPIGEN	NextSeq550 High	26+8+0+98	PE	0.08	SI-GA-B12	N/A	scRNA-seq resequence	SEQ-319			NA	NA	NA	NA	NA	NA	NA		
SAMP-403	CD11b_CD45_GBM1_IDH_WT	CD11b_CD45_GBM1_IDH_WT	human	EXP-282	SP	12/13/2017	XW36	XW36_2	scRNA-seq	EPIGEN	NextSeq550 High	26+8+0+98	PE	0.08	SI-GA-C11	N/A	scRNA-seq resequence	SEQ-320			NA	NA	NA	NA	NA	NA	NA		
